"Case","OCC_DATE","OCC_YEAR","OCC_Month","OCC_QTR","CASE_STATUS_DESC","UCR","UCR_EXT_CODE","OFFENSE_DESC","Bias Type","LOC_CODE","Location_Description","DeIdentifiedLocation","X_COORDINATE","Y_COORDINATE"
"202253426","2022-01-26",2022,1,1,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1313","0","ASSAULT - SIMPLE","ANTI-GAY (MALE)",NULL,NULL,"900 BLOCK AURARIA PKWY",3138447,1697339
"202221799","2022-01-14",2022,1,1,"STATE CHARGE WARRANT ISSUED","1316","0","THREATS TO INJURE","ANTI-HISPANIC OR LATINO",NULL,NULL,"2300 BLOCK S LIPAN ST",3140267,1671020
"202211394","2022-01-07",2022,1,1,"OPEN","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",NULL,NULL,"16TH ST / CHAMPA ST",3142299,1697200
"2021729353","2021-12-31",2021,12,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","7100 BLOCK E MISSISSIPPI AVE",3167163,1678018
"2021729353","2021-12-31",2021,12,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","7100 BLOCK E MISSISSIPPI AVE",3167163,1678018
"2021715868","2021-12-22",2021,12,4,"INACTIVE","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","W COLORADO AVE / S DECATUR ST",3134333,1674410
"2021715868","2021-12-22",2021,12,4,"INACTIVE","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","W COLORADO AVE / S DECATUR ST",3134333,1674410
"2021715508","2021-12-19",2021,12,4,"OPEN","5309","0","HARASSMENT","ANTI-GAY (MALE)","20","RESIDENCE/HOME","100 BLOCK N DELAWARE ST",3142714,1687068
"2021664627","2021-11-24",2021,11,4,"INACTIVE","1315","2","MENACING - FELONY W/WEAP","ANTI-ARAB","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1000 BLOCK N LINCOLN ST",3144630,1692296
"2021663893","2021-11-23",2021,11,4,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-GAY (MALE)","1","AIR/BUS/TRAIN TERMINAL","1000 BLOCK N SHERIDAN BLVD",3125556,1692310
"2021641594","2021-11-11",2021,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","15TH ST / WELTON ST",3142706,1696128
"2021595847","2021-10-17",2021,10,4,"REFUSED BY DA - INSUFFICIENT ID EVID","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-JEWISH","53","SCHOOL - ELEMENTARY/SECONDARY","6800 BLOCK E ALAMEDA AVE",3166267,1684783
"20215004075","2021-10-17",2021,10,4,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-MULTIPLE RELIGIONS, GROUP","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","2200 BLOCK W 32ND AVE",3136785,1702787
"2021596192","2021-10-16",2021,10,4,"OPEN","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-MULTIPLE RACES, GROUP","53","SCHOOL - ELEMENTARY/SECONDARY","600 BLOCK S MONACO ST",3165020,1682174
"2021581125","2021-10-10",2021,10,4,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-CATHOLIC","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","1500 BLOCK N LOGAN ST",3145483,1695084
"2021568584","2021-10-03",2021,10,4,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1900 BLOCK LITTLE RAVEN ST",3140092,1701755
"2021567949","2021-10-03",2021,10,4,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","15TH ST / MARKET ST",3140735,1698068
"2021567949","2021-10-03",2021,10,4,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN (FEMALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","15TH ST / MARKET ST",3140735,1698068
"2021559892","2021-09-28",2021,9,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","100 BLOCK N BROADWAY ST / ACOMA ALLEY",3144256,1687006
"2021541464","2021-09-20",2021,9,3,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","1","AIR/BUS/TRAIN TERMINAL","1200 BLOCK N KNOX CT",3131516,1693175
"2021524238","2021-09-10",2021,9,3,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1600 BLOCK N XANTHIA ST",3172473,1696338
"2021519185","2021-09-09",2021,9,3,"INACTIVE","1315","0","AGGRAVATED ASSAULT","ANTI-HISPANIC OR LATINO","50","PARK/PLAYGROUND","W ARIZONA AVE / S LOWELL BLVD",3131022,1678336
"2021513050","2021-09-05",2021,9,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1205","0","ROBBERY - STREET","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1000 BLOCK N BROADWAY ST",3144045,1692153
"2021503127","2021-09-01",2021,9,3,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","N EMERSON ST / E COLFAX AVE",3147309,1694853
"2021498641","2021-08-30",2021,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","00 BLOCK E 16TH AVE",3144402,1695493
"2021498641","2021-08-30",2021,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","00 BLOCK E 16TH AVE",3144402,1695493
"2021498868","2021-08-30",2021,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","00 BLOCK E 16TH AVE",3144402,1695493
"2021496936","2021-08-27",2021,8,3,"INACTIVE","5309","0","HARASSMENT","ANTI-JEWISH","20","RESIDENCE/HOME","1200 BLOCK N YORK ST",3151828,1693539
"2021464402","2021-08-13",2021,8,3,"INACTIVE","1205","0","ROBBERY - STREET","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","1","AIR/BUS/TRAIN TERMINAL","W HOWARD PL / N FEDERAL BLVD",3133541,1694047
"2021455786","2021-08-10",2021,8,3,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","21","RESTAURANT","12000 BLOCK E 40TH AVE",3183236,1706968
"2021456363","2021-08-10",2021,8,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1205","0","ROBBERY - STREET","ANTI-GAY (MALE)","50","PARK/PLAYGROUND","1400 BLOCK N BROADWAY ST",3144130,1694794
"2021442106","2021-08-02",2021,8,3,"INACTIVE","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","2200 BLOCK N YORK ST",3151849,1698613
"2021410470","2021-07-19",2021,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-HISPANIC OR LATINO","18","PARKING LOT/GARAGE","2700 BLOCK S WADSWORTH BLVD",3118037,1667638
"2021410154","2021-07-18",2021,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-GAY (MALE)","20","RESIDENCE/HOME","1700 BLOCK N WILLIAMS ST",3150264,1696191
"2021396931","2021-07-12",2021,7,3,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","7","CONVENIENCE STORE","7200 BLOCK E 36TH AVE",3167554,1704896
"2021399662","2021-07-12",2021,7,3,"REFUSED BY DA - NO LIKELIHOOD OF CONVICTION","1315","0","AGGRAVATED ASSAULT","ANTI-HISPANIC OR LATINO","18","PARKING LOT/GARAGE","2000 BLOCK BLAKE ST",3142229,1700244
"2021394598","2021-07-11",2021,7,3,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-TRANSGENDER","7","CONVENIENCE STORE","1000 BLOCK N OGDEN ST",3147652,1692488
"20216014692","2021-07-09",2021,7,3,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-MULTIPLE RACES, GROUP","5","COMMERCIAL/OFFICE BUILDING","3000 BLOCK N FOX ST",3141763,1702051
"2021405832","2021-07-09",2021,7,3,"OPEN","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","00 BLOCK S RALEIGH ST",3128723,1685886
"2021370314","2021-06-30",2021,6,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2000 BLOCK BLAKE ST",3142299,1700088
"2021368934","2021-06-29",2021,6,2,"STATE CHARGE WARRANT ISSUED","1313","4","CHILD ABUSE - SIMPLE","ANTI-LESBIAN (FEMALE)","20","RESIDENCE/HOME","7700 BLOCK E QUINCY AVE",3169355,1658596
"2021368934","2021-06-29",2021,6,2,"STATE CHARGE WARRANT ISSUED","1313","4","CHILD ABUSE - SIMPLE","ANTI-LESBIAN (FEMALE)","20","RESIDENCE/HOME","7700 BLOCK E QUINCY AVE",3169355,1658596
"2021368521","2021-06-29",2021,6,2,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-GAY (MALE)","20","RESIDENCE/HOME","2400 BLOCK CHAMPA ST",3145181,1699969
"2021368622","2021-06-28",2021,6,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-MULTIPLE RACES, GROUP","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","200 BLOCK S LOGAN ST",3145603,1684942
"2021366342","2021-06-28",2021,6,2,"INACTIVE","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-CATHOLIC","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","1900 BLOCK CALIFORNIA ST",3143980,1697786
"2021382921","2021-06-21",2021,6,2,"INACTIVE","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-JEWISH","20","RESIDENCE/HOME","00 BLOCK E ARIZONA AVE",3144529,1678404
"2021339422","2021-06-15",2021,6,2,"INACTIVE","5309","0","HARASSMENT","ANTI-ASIAN","20","RESIDENCE/HOME","1900 BLOCK N GRANT ST",3145113,1697516
"2021337787","2021-06-14",2021,6,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","50","PARK/PLAYGROUND","2200 BLOCK 19TH ST",3139791,1701939
"2021334380","2021-06-13",2021,6,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","7100 BLOCK LEETSDALE DR",3167479,1680256
"2021334380","2021-06-13",2021,6,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","7100 BLOCK LEETSDALE DR",3167479,1680256
"2021334380","2021-06-13",2021,6,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","7100 BLOCK LEETSDALE DR",3167479,1680256
"2021333294","2021-06-12",2021,6,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","50","PARK/PLAYGROUND","1700 BLOCK N SHERIDAN BLVD",3125764,1696348
"2021327137","2021-06-09",2021,6,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","E 11TH AVE / N OGDEN ST",3147576,1692552
"2021294633","2021-05-24",2021,5,2,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","5309","0","HARASSMENT","ANTI-MULTIPLE RACES, GROUP","53","SCHOOL - ELEMENTARY/SECONDARY","1700 BLOCK E 28TH AVE",3149508,1701018
"20216011264","2021-05-20",2021,5,2,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-OTHER RACE/ETHNICITY/ANCESTRY","5","COMMERCIAL/OFFICE BUILDING","900 BLOCK 18TH ST",3142828,1698151
"2021284063","2021-05-20",2021,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","18200 BLOCK E GVR BLVD",3203562,1711310
"2021282981","2021-05-19",2021,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1800 BLOCK S SHERIDAN BLVD",3125933,1673777
"2021282981","2021-05-19",2021,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1800 BLOCK S SHERIDAN BLVD",3125933,1673777
"2021283370","2021-05-19",2021,5,2,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","5500 BLOCK N CARSON ST",3190990,1715014
"2021282981","2021-05-19",2021,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1800 BLOCK S SHERIDAN BLVD",3125933,1673777
"2021282981","2021-05-19",2021,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1800 BLOCK S SHERIDAN BLVD",3125933,1673777
"2021282981","2021-05-19",2021,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-ISLAMIC (MUSLIM)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1800 BLOCK S SHERIDAN BLVD",3125933,1673777
"2021260464","2021-05-08",2021,5,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1205","0","ROBBERY - STREET","ANTI-ASIAN","1","AIR/BUS/TRAIN TERMINAL","1300 BLOCK N FEDERAL BLVD",3133688,1693632
"2021249540","2021-05-03",2021,5,2,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1316","0","THREATS TO INJURE","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","1200 BLOCK N CHEROKEE ST",3143001,1693468
"2021468906","2021-05-01",2021,5,2,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","500 BLOCK S ELIOT ST",3134055,1682697
"2021243937","2021-04-30",2021,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","3200 BLOCK W VIRGINIA AVE",3132654,1682898
"2021243937","2021-04-30",2021,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","3200 BLOCK W VIRGINIA AVE",3132654,1682898
"2021243937","2021-04-30",2021,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","3200 BLOCK W VIRGINIA AVE",3132654,1682898
"2021255709","2021-04-30",2021,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-GAY (MALE)","3","BAR/NIGHT CLUB","900 BLOCK E COLFAX AVE",3147265,1694803
"2021243937","2021-04-30",2021,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","3200 BLOCK W VIRGINIA AVE",3132654,1682898
"20216010138","2021-04-29",2021,4,2,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-WHITE","3","BAR/NIGHT CLUB","1800 BLOCK E COLFAX AVE",3150213,1694819
"2021238678","2021-04-28",2021,4,2,"INACTIVE","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","5900 BLOCK N DUNKIRK ST",3207077,1718595
"2021239184","2021-04-28",2021,4,2,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-ASIAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","18TH ST / CHESTNUT PL",3140267,1700550
"20215001863","2021-04-23",2021,4,2,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)","11","GOVERNMENT/PUBLIC BUILDING","500 BLOCK W COLFAX AVE",3142097,1694724
"20216009415","2021-04-20",2021,4,2,"INACTIVE","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-JEWISH","20","RESIDENCE/HOME","4800 BLOCK E 9TH AVE",3159953,1691770
"2021206091","2021-04-10",2021,4,2,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","20","RESIDENCE/HOME","1200 BLOCK N ZENOBIA ST",3125885,1693504
"2021203404","2021-04-09",2021,4,2,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-ASIAN","20","RESIDENCE/HOME","3000 BLOCK N FAIRFAX ST",3160654,1702540
"20216008482","2021-04-06",2021,4,2,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","5","COMMERCIAL/OFFICE BUILDING","1600 BLOCK N BROADWAY ST",3144074,1695636
"2021168806","2021-03-24",2021,3,1,"INACTIVE - PENDING LAB ANALYSIS RESULTS","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","3100 BLOCK S SHERIDAN BLVD",3126319,1663700
"2021168407","2021-03-24",2021,3,1,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1315","2","MENACING - FELONY W/WEAP","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","S SHERIDAN BLVD / W QUINCY AVE",3125808,1658223
"2021162500","2021-03-21",2021,3,1,"INACTIVE","5309","0","HARASSMENT","ANTI-JEWISH","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1100 BLOCK N MILWAUKEE ST",3154099,1692963
"2021145421","2021-03-11",2021,3,1,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-GAY (MALE)","20","RESIDENCE/HOME","3900 BLOCK N MARIPOSA ST",3139770,1706333
"2021110063","2021-02-23",2021,2,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-WHITE","1","AIR/BUS/TRAIN TERMINAL","1700 BLOCK WYNKOOP ST",3140598,1699567
"2021110063","2021-02-23",2021,2,1,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","2","MENACING - FELONY W/WEAP","ANTI-WHITE","1","AIR/BUS/TRAIN TERMINAL","1700 BLOCK WYNKOOP ST",3140598,1699567
"202163666","2021-02-01",2021,2,1,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-ASIAN","21","RESTAURANT","1000 BLOCK N OSAGE ST",3138992,1692468
"202163666","2021-02-01",2021,2,1,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-ASIAN","21","RESTAURANT","1000 BLOCK N OSAGE ST",3138992,1692468
"202163666","2021-02-01",2021,2,1,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-ASIAN","21","RESTAURANT","1000 BLOCK N OSAGE ST",3138992,1692468
"202147454","2021-01-23",2021,1,1,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-WHITE","20","RESIDENCE/HOME","800 BLOCK 30TH ST",3147054,1701882
"202134795","2021-01-18",2021,1,1,"STATE CHARGE WARRANT ISSUED","5309","0","HARASSMENT","ANTI-BLACK OR AFRICAN AMERICAN","21","RESTAURANT","700 BLOCK E 26TH AVE",3146798,1700121
"202130109","2021-01-15",2021,1,1,"ARREST/CITATION - NOT PRESENTED/REFUSED BY DA","5312","0","DISTURBING THE PEACE","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","2000 BLOCK N CLARKSON ST",3147148,1697664
"20216000858","2021-01-07",2021,1,1,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","5","COMMERCIAL/OFFICE BUILDING","1200 BLOCK N LOGAN ST",3145697,1693139
"20212796","2020-12-25",2020,12,4,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","2200 BLOCK N MARION ST",3148478,1698511
"2020717441","2020-12-09",2020,12,4,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-JEWISH","18","PARKING LOT/GARAGE","3300 BLOCK S TAMARAC DR",3169783,1664316
"2020719072","2020-12-09",2020,12,4,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-MULTIPLE RACES, GROUP","4","CHURCH/SYNAGOGUE/TEMPLE/MOSQUE","900 BLOCK E 24TH AVE",3147642,1699299
"2020699036","2020-11-29",2020,11,4,"STATE CHARGE WARRANT ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","25","OTHER/UNKNOWN","19TH ST / BLAKE ST",3141842,1699679
"2020698963","2020-11-29",2020,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","I25 HWYNB / W 8TH AVE",3136459,1690899
"2020691943","2020-11-25",2020,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1315","0","AGGRAVATED ASSAULT","ANTI-GAY (MALE)","25","OTHER/UNKNOWN","N WASHINGTON ST / I70 HWYEB",3146390,1709196
"20205004312","2020-11-22",2020,11,4,"INACTIVE","5309","0","HARASSMENT","ANTI-JEWISH","20","RESIDENCE/HOME","8800 BLOCK E 52ND PL",3172722,1714346
"2020683475","2020-11-20",2020,11,4,"INACTIVE","1313","0","ASSAULT - SIMPLE","ANTI-WHITE","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","1600 BLOCK N PEARL ST",3146284,1695742
"2020677834","2020-11-17",2020,11,4,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","20","RESIDENCE/HOME","400 BLOCK W 12TH AVE",3142405,1693039
"2020678147","2020-11-16",2020,11,4,"INACTIVE","2202","0","BURGLARY - RESIDENCE BY FORCE","ANTI-BLACK OR AFRICAN AMERICAN","18","PARKING LOT/GARAGE","1900 BLOCK S HURON ST",3141436,1673392
"2020676688","2020-11-13",2020,11,4,"VIC REFUSES TO COOP-NOT PRESENTED/REFUSED BY DA","1315","0","AGGRAVATED ASSAULT","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","2000 BLOCK N BROADWAY ST",3144179,1698444
"2020665916","2020-11-09",2020,11,4,"INACTIVE","2999","0","CRIMINAL MISCHIEF - OTHER","ANTI-BLACK OR AFRICAN AMERICAN","20","RESIDENCE/HOME","1900 BLOCK N ULSTER ST",3170068,1697382
"2020659674","2020-11-07",2020,11,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-BLACK OR AFRICAN AMERICAN","9","DRUG STORE/DR'S OFFICE/HOSPITAL","700 BLOCK N BANNOCK ST",3143312,1690483
"2020659331","2020-11-06",2020,11,4,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","LARIMER ST / 18TH ST",3141987,1698858
"2020659331","2020-11-06",2020,11,4,"INACTIVE","1316","0","THREATS TO INJURE","ANTI-GAY (MALE)","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","LARIMER ST / 18TH ST",3141987,1698858
"20205004145","2020-11-05",2020,11,4,"INACTIVE","2999","2","CRIMINAL MISCHIEF - GRAFFITI","ANTI-JEWISH","20","RESIDENCE/HOME","700 BLOCK S TEJON ST",3137496,1681472
"20206015814","2020-11-02",2020,11,4,"INACTIVE","2999","1","CRIMINAL MISCHIEF - MTR VEH","ANTI-HISPANIC OR LATINO","20","RESIDENCE/HOME","5500 BLOCK W WARREN AVE",3124712,1671163
"2020632143","2020-10-23",2020,10,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1313","0","ASSAULT - SIMPLE","ANTI-HISPANIC OR LATINO","20","RESIDENCE/HOME","400 BLOCK S RALEIGH ST",3128942,1683383
"2020619118","2020-10-16",2020,10,4,"ACCEPTED BY DA - ARREST MADE OR CITATION ISSUED","1316","0","THREATS TO INJURE","ANTI-HISPANIC OR LATINO","13","HIGHWAY/ROAD/ALLEY/STREET/SIDEWALK","500 BLOCK S STUART ST",3128618,1683011
